# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.350,0.32500,44,22,0.042623,-0.008516,-0.006906,0.845255
0.350,0.32500,44,23,0.082923,0.086694,-0.115701,0.853031
0.350,0.32500,44,24,0.023921,-0.048520,0.012959,0.847954
0.350,0.32500,44,25,-0.162316,-0.170744,0.027633,0.842319
0.350,0.32500,44,26,0.120055,0.300546,-0.002419,0.853392
0.350,0.32500,44,27,-0.227707,0.084330,0.037425,0.851811
0.350,0.32500,44,28,-0.018845,0.056355,-0.117245,0.850898
0.350,0.32500,44,29,0.087425,-0.210309,-0.126362,0.852788
0.350,0.32500,44,30,0.223186,-0.224824,-0.098099,0.855701
0.350,0.32500,44,31,0.032312,-0.108699,-0.056428,0.854252
0.350,0.32500,44,32,-0.092684,-0.154467,0.023922,0.844169
0.350,0.33500,44,1,0.094192,0.099255,-0.037964,0.850248
0.350,0.33500,44,2,0.075563,0.112742,-0.027501,0.843724
0.350,0.33500,44,3,0.038182,0.087741,-0.127289,0.846286
0.350,0.33500,44,4,-0.021563,-0.069047,0.032566,0.823845
0.350,0.33500,44,5,0.023093,-0.052934,0.124456,0.836962
0.350,0.33500,44,6,0.102038,-0.235941,-0.058106,0.854627
0.350,0.33500,44,7,-0.134044,0.070778,0.155349,0.840648
0.350,0.33500,44,8,0.216270,-0.142477,-0.032466,0.840915
0.350,0.33500,44,9,-0.003294,0.006091,0.051910,0.830566
0.350,0.33500,44,10,-0.027556,-0.051559,-0.000576,0.841819
0.350,0.33500,44,11,0.092774,-0.105937,-0.046781,0.843829
0.350,0.33500,44,12,-0.166364,0.016231,-0.042492,0.851308
0.350,0.33500,44,13,-0.074958,0.062325,-0.042121,0.838706
0.350,0.33500,44,14,0.115627,-0.046964,-0.056145,0.843398
0.350,0.33500,44,15,0.114743,0.123580,-0.044511,0.827218
0.350,0.33500,44,16,-0.005421,-0.051912,0.045268,0.845037
0.350,0.33500,44,17,0.064557,-0.025554,-0.005089,0.832193
0.350,0.33500,44,18,-0.024418,0.033439,-0.008933,0.843574
0.350,0.33500,44,19,0.147131,-0.053004,-0.069131,0.848427
0.350,0.33500,44,20,-0.025037,0.028542,0.015271,0.843540
0.350,0.33500,44,21,-0.027323,-0.067717,0.144677,0.843918
0.350,0.33500,44,22,0.083496,-0.141573,-0.017133,0.814247
0.350,0.33500,44,23,0.052893,0.016234,-0.179866,0.854535
0.350,0.33500,44,24,0.069724,0.203621,-0.057568,0.837741
0.350,0.33500,44,25,-0.124403,0.124732,0.052824,0.852979
0.350,0.33500,44,26,0.163958,0.012141,0.016820,0.844506
0.350,0.33500,44,27,-0.012721,-0.046805,0.106840,0.838089
0.350,0.33500,44,28,0.109649,-0.097547,-0.037199,0.840917
0.350,0.33500,44,29,0.066608,0.090239,0.006179,0.839731
0.350,0.33500,44,30,0.212927,-0.109126,-0.046458,0.826939
0.350,0.33500,44,31,-0.061658,0.096804,0.021392,0.846878
0.350,0.33500,44,32,-0.106070,0.098265,-0.002564,0.859256
0.350,0.34500,44,1,-0.221280,0.145438,-0.013684,0.831063
0.350,0.34500,44,2,-0.006800,0.124302,-0.022988,0.825546
0.350,0.34500,44,3,0.047701,-0.001311,0.064642,0.831080
0.350,0.34500,44,4,-0.091746,-0.088409,-0.013085,0.825358
0.350,0.34500,44,5,0.101487,-0.046105,-0.090624,0.838351
0.350,0.34500,44,6,0.107835,-0.043140,-0.105630,0.838045
0.350,0.34500,44,7,0.107407,0.019914,-0.040867,0.837900
0.350,0.34500,44,8,-0.043707,-0.161417,0.029144,0.845396
0.350,0.34500,44,9,-0.047707,0.196467,0.072500,0.826625
0.350,0.34500,44,10,0.008510,-0.173241,-0.077237,0.838379
0.350,0.34500,44,11,-0.054313,-0.065710,-0.230395,0.840031
0.350,0.34500,44,12,0.002612,-0.130142,-0.097923,0.832375
0.350,0.34500,44,13,-0.005218,0.004764,-0.089297,0.851839
0.350,0.34500,44,14,0.053699,-0.054532,0.049391,0.829094
0.350,0.34500,44,15,0.061483,-0.007985,0.070712,0.836675
0.350,0.34500,44,16,-0.058034,-0.233791,0.128815,0.829884
0.350,0.34500,44,17,-0.045325,-0.120501,0.038982,0.838005
0.350,0.34500,44,18,0.118257,0.020533,0.030426,0.840107
0.350,0.34500,44,19,0.112434,0.150931,0.030584,0.836555
0.350,0.34500,44,20,0.009283,0.226917,0.004452,0.845220
0.350,0.34500,44,21,-0.021760,-0.130875,-0.042275,0.819900
0.350,0.34500,44,22,0.098076,0.013739,0.055287,0.839465
0.350,0.34500,44,23,0.016876,0.094938,-0.008787,0.832727
0.350,0.34500,44,24,0.017626,-0.220915,0.277937,0.841827
0.350,0.34500,44,25,0.052474,0.009110,-0.034180,0.830230
0.350,0.34500,44,26,-0.166460,0.109196,0.049921,0.828172
0.350,0.34500,44,27,-0.072405,-0.100267,0.094469,0.839513
0.350,0.34500,44,28,0.087470,-0.057675,-0.054510,0.813775
0.350,0.34500,44,29,0.073538,-0.019867,-0.039491,0.835298
0.350,0.34500,44,30,-0.080889,0.017351,0.061050,0.840051
0.350,0.34500,44,31,0.123631,-0.036495,0.027947,0.824735
0.350,0.34500,44,32,-0.067102,0.033416,0.037165,0.824959
0.350,0.35500,44,1,0.167844,0.045298,0.006155,0.847391
0.350,0.35500,44,2,0.022899,0.081600,0.015268,0.815973
0.350,0.35500,44,3,-0.013920,0.030412,0.046988,0.827379
0.350,0.35500,44,4,0.047281,0.031338,-0.041880,0.841343
0.350,0.35500,44,5,-0.040602,0.021067,-0.050827,0.833282
0.350,0.35500,44,6,0.025804,0.046893,0.083015,0.838622
0.350,0.35500,44,7,0.027349,0.028628,-0.018780,0.813508
0.350,0.35500,44,8,-0.059821,0.129999,-0.039561,0.834446
0.350,0.35500,44,9,0.007241,-0.025714,-0.012440,0.841061
0.350,0.35500,44,10,-0.069632,0.090539,0.012509,0.841457
0.350,0.35500,44,11,-0.066029,-0.025371,0.031341,0.836565
0.350,0.35500,44,12,-0.028102,-0.115324,0.017642,0.836260
0.350,0.35500,44,13,-0.064775,-0.051167,-0.050980,0.808159
0.350,0.35500,44,14,-0.067270,0.077659,0.000351,0.836275
0.350,0.35500,44,15,0.195487,0.111516,0.017371,0.815636
0.350,0.35500,44,16,0.051130,-0.062220,-0.011007,0.830095
0.350,0.35500,44,17,0.018526,-0.185408,-0.034256,0.835846
0.350,0.35500,44,18,-0.048355,-0.116549,0.055028,0.834589
0.350,0.35500,44,19,-0.062040,0.011424,-0.040883,0.827866
0.350,0.35500,44,20,-0.026034,-0.103527,-0.003177,0.839807
0.350,0.35500,44,21,-0.103771,-0.134506,0.017286,0.811305
0.350,0.35500,44,22,0.065757,0.065060,-0.052431,0.827999
0.350,0.35500,44,23,0.035705,-0.077153,0.098160,0.816530
0.350,0.35500,44,24,0.021875,0.089719,-0.014624,0.819077
0.350,0.35500,44,25,-0.037463,0.081648,-0.047924,0.832127
0.350,0.35500,44,26,0.047464,-0.086410,-0.000642,0.822847
0.350,0.35500,44,27,0.003078,-0.006416,-0.004868,0.820274
0.350,0.35500,44,28,0.009385,0.061959,-0.018771,0.830298
0.350,0.35500,44,29,-0.028259,-0.041438,-0.023100,0.837687
0.350,0.35500,44,30,-0.070470,0.063034,0.009198,0.825405
0.350,0.35500,44,31,0.109044,-0.080864,-0.001778,0.842557
0.350,0.35500,44,32,0.161650,0.058322,0.069105,0.836331
0.350,0.36500,44,1,0.032565,0.010812,0.111361,0.836410
0.350,0.36500,44,2,0.083884,0.068655,0.042810,0.830007
0.350,0.36500,44,3,0.023426,-0.096383,-0.032618,0.823936
0.350,0.36500,44,4,0.063610,-0.085407,-0.075777,0.811731
0.350,0.36500,44,5,0.096902,0.043388,0.025428,0.807976
0.350,0.36500,44,6,-0.050372,0.102495,-0.049441,0.811226
0.350,0.36500,44,7,-0.033330,-0.046568,0.029516,0.812589
0.350,0.36500,44,8,-0.030936,0.088198,-0.043178,0.812433
0.350,0.36500,44,9,-0.018548,0.027171,0.065724,0.808375
0.350,0.36500,44,10,-0.002971,-0.045937,-0.023442,0.819428
0.350,0.36500,44,11,0.080142,0.045809,-0.017262,0.836817
0.350,0.36500,44,12,-0.122937,-0.083338,-0.038577,0.837477
0.350,0.36500,44,13,0.039175,0.004433,-0.024817,0.799549
0.350,0.36500,44,14,0.083571,0.046107,0.030156,0.816448
0.350,0.36500,44,15,-0.037216,0.008529,-0.036938,0.828908
0.350,0.36500,44,16,0.022477,-0.016803,-0.024945,0.805859
0.350,0.36500,44,17,0.021261,0.007737,-0.030602,0.833412
0.350,0.36500,44,18,-0.040531,0.040898,-0.043293,0.823877
0.350,0.36500,44,19,0.016689,-0.054688,-0.012082,0.827470
0.350,0.36500,44,20,0.071058,-0.053246,0.063151,0.811391
0.350,0.36500,44,21,-0.011849,0.073534,-0.028035,0.796181
0.350,0.36500,44,22,0.057896,0.037369,-0.095713,0.828148
0.350,0.36500,44,23,-0.057126,0.018477,-0.054445,0.825683
0.350,0.36500,44,24,0.077628,-0.017823,-0.000780,0.814264
0.350,0.36500,44,25,0.053731,-0.005974,0.011382,0.820982
0.350,0.36500,44,26,-0.061379,0.041515,-0.000857,0.829607
0.350,0.36500,44,27,-0.037141,0.003108,0.000004,0.816998
0.350,0.36500,44,28,-0.018663,-0.105766,0.006149,0.819173
0.350,0.36500,44,29,-0.124615,0.016133,-0.035611,0.819199
0.350,0.36500,44,30,0.066787,-0.054810,-0.034489,0.828288
0.350,0.36500,44,31,0.129488,-0.080657,-0.024056,0.808552
0.350,0.36500,44,32,-0.037913,-0.052636,-0.006816,0.812513
0.350,0.37500,44,1,0.109539,-0.076071,-0.060486,0.806714
0.350,0.37500,44,2,-0.067191,0.008203,0.058834,0.805850
0.350,0.37500,44,3,0.010232,-0.133932,0.002720,0.793894
0.350,0.37500,44,4,0.017726,-0.065751,0.023250,0.789786
0.350,0.37500,44,5,-0.070933,-0.038144,-0.037666,0.808247
0.350,0.37500,44,6,-0.019903,-0.056607,-0.008376,0.806598
